id,base_experience,height,name,image,hp,attack,defense,special-attack,special-defense,speed
591,162,6,amoonguss,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/591.png,114,85,70,85,80,30
592,67,12,frillish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/592.png,55,40,50,65,85,40
593,168,22,jellicent,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/593.png,100,60,70,85,105,60
594,165,12,alomomola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/594.png,165,75,80,40,45,65
595,64,1,joltik,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/595.png,50,47,50,57,50,65
596,165,8,galvantula,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/596.png,70,77,60,97,60,108
597,61,6,ferroseed,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/597.png,44,50,91,24,86,10
598,171,10,ferrothorn,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/598.png,74,94,131,54,116,20
599,60,3,klink,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/599.png,40,55,70,45,60,30
600,154,6,klang,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/600.png,60,80,95,70,85,50
601,260,6,klinklang,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/601.png,60,100,115,70,85,90
602,55,2,tynamo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/602.png,35,55,40,45,40,60
603,142,12,eelektrik,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/603.png,65,85,70,75,70,40
604,232,21,eelektross,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/604.png,85,115,80,105,80,50
605,67,5,elgyem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/605.png,55,55,55,85,55,30
606,170,10,beheeyem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/606.png,75,75,75,125,95,40
607,55,3,litwick,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/607.png,50,30,55,65,55,20
608,130,6,lampent,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/608.png,60,40,60,95,60,55
609,260,10,chandelure,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/609.png,60,55,90,145,90,80
610,64,6,axew,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/610.png,46,87,60,30,40,57
611,144,10,fraxure,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/611.png,66,117,70,40,50,67
612,270,18,haxorus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/612.png,76,147,90,60,70,97
613,61,5,cubchoo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/613.png,55,70,40,60,40,40
614,177,26,beartic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/614.png,95,130,80,70,80,50
615,180,11,cryogonal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/615.png,80,50,50,95,135,105
616,61,4,shelmet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/616.png,50,40,85,40,65,25
617,173,8,accelgor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/617.png,80,70,40,100,60,145
618,165,7,stunfisk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/618.png,109,66,84,81,99,32
619,70,9,mienfoo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/619.png,45,85,50,55,50,65
620,179,14,mienshao,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/620.png,65,125,60,95,60,105
621,170,16,druddigon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/621.png,77,120,90,60,90,48
622,61,10,golett,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/622.png,59,74,50,35,50,35
623,169,28,golurk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/623.png,89,124,80,55,80,55
624,68,5,pawniard,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/624.png,45,85,70,40,40,60
625,172,16,bisharp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/625.png,65,125,100,60,70,70
626,172,16,bouffalant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/626.png,95,110,95,40,95,55
627,70,5,rufflet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/627.png,70,83,50,37,50,60
628,179,15,braviary,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/628.png,100,123,75,57,75,80
629,74,5,vullaby,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/629.png,70,55,75,45,65,60
630,179,12,mandibuzz,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/630.png,110,65,105,55,95,80
631,169,14,heatmor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/631.png,85,97,66,105,66,65
632,169,3,durant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/632.png,58,109,112,48,48,109
633,60,8,deino,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/633.png,52,65,50,45,50,38
634,147,14,zweilous,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/634.png,72,85,70,65,70,58
635,300,18,hydreigon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/635.png,92,105,90,125,90,98
636,72,11,larvesta,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/636.png,55,85,55,50,55,60
637,275,16,volcarona,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/637.png,85,60,65,135,105,100
638,290,21,cobalion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/638.png,91,90,129,90,72,108
639,290,19,terrakion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/639.png,91,129,90,72,90,108
640,290,20,virizion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/640.png,91,90,72,90,129,108
641,290,15,tornadus-incarnate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/641.png,79,115,70,125,80,111
642,290,15,thundurus-incarnate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/642.png,79,115,70,125,80,111
643,340,32,reshiram,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/643.png,100,120,100,150,120,90
644,340,29,zekrom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/644.png,100,150,120,120,100,90
645,300,15,landorus-incarnate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/645.png,89,125,90,115,80,101
646,330,30,kyurem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/646.png,125,130,90,130,90,95
647,290,14,keldeo-ordinary,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/647.png,91,72,90,129,90,108
648,270,6,meloetta-aria,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/648.png,100,77,77,128,128,90
649,300,15,genesect,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/649.png,71,120,95,120,95,99
650,63,4,chespin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/650.png,56,61,65,48,45,38
651,142,7,quilladin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/651.png,61,78,95,56,58,57
652,239,16,chesnaught,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/652.png,88,107,122,74,75,64
653,61,4,fennekin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/653.png,40,45,40,62,60,60
654,143,10,braixen,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/654.png,59,59,58,90,70,73
655,240,15,delphox,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/655.png,75,69,72,114,100,104
656,63,3,froakie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/656.png,41,56,40,62,44,71
657,142,6,frogadier,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/657.png,54,63,52,83,56,97
658,239,15,greninja,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/658.png,72,95,67,103,71,122
659,47,4,bunnelby,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/659.png,38,36,38,32,36,57
660,148,10,diggersby,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/660.png,85,56,77,50,77,78
661,56,3,fletchling,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/661.png,45,50,43,40,38,62
662,134,7,fletchinder,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/662.png,62,73,55,56,52,84
663,175,12,talonflame,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/663.png,78,81,71,74,69,126
664,40,3,scatterbug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/664.png,38,35,40,27,25,35
665,75,3,spewpa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/665.png,45,22,60,27,30,29
666,185,12,vivillon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/666.png,80,52,50,90,50,89
667,74,6,litleo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/667.png,62,50,58,73,54,72
668,177,15,pyroar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/668.png,86,68,72,109,66,106
669,61,1,flabebe,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/669.png,44,38,39,61,79,42
670,130,2,floette,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/670.png,54,45,47,75,98,52
671,248,11,florges,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/671.png,78,65,68,112,154,75
672,70,9,skiddo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/672.png,66,65,48,62,57,52
673,186,17,gogoat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/673.png,123,100,62,97,81,68
674,70,6,pancham,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/674.png,67,82,62,46,48,43
675,173,21,pangoro,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/675.png,95,124,78,69,71,58
676,165,12,furfrou,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/676.png,75,80,60,65,90,102
677,71,3,espurr,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/677.png,62,48,54,63,60,68
678,163,6,meowstic-male,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/678.png,74,48,76,83,81,104
679,65,8,honedge,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/679.png,45,80,100,35,37,28
680,157,8,doublade,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/680.png,59,110,150,45,49,35
681,250,17,aegislash-shield,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/681.png,60,50,140,50,140,60
682,68,2,spritzee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/682.png,78,52,60,63,65,23
683,162,8,aromatisse,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/683.png,101,72,72,99,89,29
684,68,4,swirlix,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/684.png,62,48,66,59,57,49
685,168,8,slurpuff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/685.png,82,80,86,85,75,72
686,58,4,inkay,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/686.png,53,54,53,37,46,45
687,169,15,malamar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/687.png,86,92,88,68,75,73
688,61,5,binacle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/688.png,42,52,67,39,56,50
689,175,13,barbaracle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/689.png,72,105,115,54,86,68
690,64,5,skrelp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/690.png,50,60,60,60,60,30
691,173,18,dragalge,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/691.png,65,75,90,97,123,44
692,66,5,clauncher,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/692.png,50,53,62,58,63,44
693,100,13,clawitzer,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/693.png,71,73,88,120,89,59
694,58,5,helioptile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/694.png,44,38,33,61,43,70
695,168,10,heliolisk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/695.png,62,55,52,109,94,109
696,72,8,tyrunt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/696.png,58,89,77,45,45,48
697,182,25,tyrantrum,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/697.png,82,121,119,69,59,71
698,72,13,amaura,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/698.png,77,59,50,67,63,46
699,104,27,aurorus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/699.png,123,77,72,99,92,58
700,184,10,sylveon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/700.png,95,65,65,110,130,60
701,175,8,hawlucha,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/701.png,78,92,75,74,63,118
702,151,2,dedenne,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/702.png,67,58,57,81,67,101
703,100,3,carbink,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/703.png,50,50,150,50,150,50
704,60,3,goomy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/704.png,45,50,35,55,75,40
705,158,8,sliggoo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/705.png,68,75,53,83,113,60
706,300,20,goodra,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/706.png,90,100,70,110,150,80
707,165,2,klefki,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/707.png,57,80,91,80,87,75
708,62,4,phantump,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/708.png,43,70,48,50,60,38
709,166,15,trevenant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/709.png,85,110,76,65,82,56
710,67,4,pumpkaboo-average,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/710.png,49,66,70,44,55,51
711,173,9,gourgeist-average,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/711.png,65,90,122,58,75,84
712,61,10,bergmite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/712.png,55,69,85,32,35,28
713,180,20,avalugg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/713.png,95,117,184,44,46,28
714,49,5,noibat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/714.png,40,30,35,45,40,55
715,187,15,noivern,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/715.png,85,70,80,97,80,123
716,340,30,xerneas,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/716.png,126,131,95,131,98,99
717,340,58,yveltal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/717.png,126,131,95,131,98,99
718,300,50,zygarde-50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/718.png,108,100,121,81,95,95
719,300,7,diancie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/719.png,50,100,150,100,150,50
720,270,5,hoopa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/720.png,80,110,60,150,130,70
721,300,17,volcanion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/721.png,80,110,120,130,90,70
722,64,3,rowlet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/722.png,68,55,55,50,50,42
723,147,7,dartrix,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/723.png,78,75,75,70,70,52
724,265,16,decidueye,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/724.png,78,107,75,100,100,70
725,64,4,litten,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/725.png,45,65,40,60,40,70
726,147,7,torracat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/726.png,65,85,50,80,50,90
727,265,18,incineroar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/727.png,95,115,90,80,90,60
728,64,4,popplio,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/728.png,50,54,54,66,56,40
729,147,6,brionne,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/729.png,60,69,69,91,81,50
730,265,18,primarina,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/730.png,80,74,74,126,116,60
731,53,3,pikipek,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/731.png,35,75,30,30,30,65
732,124,6,trumbeak,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/732.png,55,85,50,40,50,75
733,218,11,toucannon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/733.png,80,120,75,75,75,60
734,51,4,yungoos,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/734.png,48,70,30,30,30,45
735,146,7,gumshoos,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/735.png,88,110,60,55,60,45
736,60,4,grubbin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/736.png,47,62,45,55,45,46
737,140,5,charjabug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/737.png,57,82,95,55,75,36
738,250,15,vikavolt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/738.png,77,70,90,145,75,43
739,68,6,crabrawler,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/739.png,47,82,57,42,47,63
740,167,17,crabominable,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/740.png,97,132,77,62,67,43
741,167,6,oricorio-baile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/741.png,75,70,70,98,70,93
742,61,1,cutiefly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/742.png,40,45,40,55,40,84
743,162,2,ribombee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/743.png,60,55,60,95,70,124
744,56,5,rockruff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/744.png,45,65,40,30,40,60
745,170,8,lycanroc-midday,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/745.png,75,115,65,55,65,112
746,61,2,wishiwashi-solo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/746.png,45,20,20,25,25,40
747,61,4,mareanie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/747.png,50,53,62,43,52,45
748,173,7,toxapex,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/748.png,50,63,152,53,142,35
749,77,10,mudbray,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/749.png,70,100,70,45,55,45
750,175,25,mudsdale,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/750.png,100,125,100,55,85,35
751,54,3,dewpider,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/751.png,38,40,52,40,72,27
752,159,18,araquanid,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/752.png,68,70,92,50,132,42
753,50,3,fomantis,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/753.png,40,55,35,50,35,35
754,168,9,lurantis,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/754.png,70,105,90,80,90,45
755,57,2,morelull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/755.png,40,35,55,65,75,15
756,142,10,shiinotic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/756.png,60,45,80,90,100,30
757,64,6,salandit,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/757.png,48,44,40,71,40,77
758,168,12,salazzle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/758.png,68,64,60,111,60,117
759,68,5,stufful,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/759.png,70,75,50,45,50,50
760,175,21,bewear,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/760.png,120,125,80,55,60,60
761,42,3,bounsweet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/761.png,42,30,38,30,38,32
762,102,7,steenee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/762.png,52,40,48,40,48,62
763,255,12,tsareena,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/763.png,72,120,98,50,98,72
764,170,1,comfey,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/764.png,51,52,90,82,110,100
765,172,15,oranguru,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/765.png,90,60,80,90,110,60
766,172,20,passimian,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/766.png,100,120,90,40,60,80
767,46,5,wimpod,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/767.png,25,35,40,20,30,80
768,186,20,golisopod,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/768.png,75,125,140,60,90,40
769,64,5,sandygast,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/769.png,55,55,80,70,45,15
770,168,13,palossand,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/770.png,85,75,110,100,75,35
771,144,3,pyukumuku,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/771.png,55,60,130,30,130,5
772,107,19,type-null,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/772.png,95,95,95,95,95,59
773,285,23,silvally,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/773.png,95,95,95,95,95,95
774,154,3,minior-red-meteor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/774.png,60,60,100,60,100,60
775,168,4,komala,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/775.png,65,115,65,75,95,65
776,170,20,turtonator,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/776.png,60,78,135,91,85,36
777,152,3,togedemaru,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/777.png,65,98,63,40,73,96
778,167,2,mimikyu-disguised,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/778.png,55,90,80,50,105,96
779,166,9,bruxish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/779.png,68,105,70,70,70,92
780,170,30,drampa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/780.png,78,60,85,135,91,36
781,181,39,dhelmise,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/781.png,70,131,100,86,90,40
782,60,6,jangmo-o,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/782.png,45,55,65,45,45,45
783,147,12,hakamo-o,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/783.png,55,75,90,65,70,65
784,300,16,kommo-o,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/784.png,75,110,125,100,105,85
785,285,18,tapu-koko,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/785.png,70,115,85,95,75,130
786,285,12,tapu-lele,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/786.png,70,85,75,130,115,95
